,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
834,20,RL,7875,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,456,TA,Y,0,9,2008,Normal,2288,2.0,0
835,20,RL,9600,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,TA,Y,2,1,Gd,4,Min2,0,,Attchd,Unf,2,436,TA,Y,0,2,2010,Normal,2134,2.0,290
836,30,RM,8100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Gd,Y,2,1,TA,5,Min2,0,,Detchd,Unf,2,812,TA,Y,0,6,2007,Normal,3118,2.0,346
837,160,RM,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,2,1,TA,5,Typ,0,,Detchd,Unf,1,264,TA,Y,0,11,2008,Normal,1470,2.5,0
838,20,RL,9525,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,Unf,1,352,TA,Y,0,6,2008,Normal,2198,1.5,278
839,50,RL,11767,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Detchd,Unf,1,240,TA,Y,0,5,2008,Normal,1968,1.0,0
840,70,RH,12155,Pave,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,TA,N,4,1,Fa,7,Typ,0,,Detchd,Unf,1,400,TA,P,0,3,2008,Normal,2154,2.0,254
841,70,RM,10440,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,Gd,8,Typ,1,Po,Detchd,Unf,2,686,TA,P,0,6,2008,Normal,2189,2.0,216
842,80,RL,9020,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,TA,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,490,Gd,Y,0,5,2008,Normal,2292,2.5,129
843,90,RL,8000,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,N,6,2,TA,10,Typ,0,,,,0,0,,Y,0,7,2007,Normal,3600,2.0,0
844,50,RM,12665,Pave,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,Gd,Y,4,1,TA,7,Typ,1,Gd,Detchd,Unf,3,720,TA,Y,0,6,2008,Normal,2292,1.5,612
845,85,RL,16647,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,TA,Y,3,1,TA,6,Min2,2,TA,Basment,Fin,2,611,TA,Y,0,1,2007,Normal,3091,3.0,0
846,60,RL,9317,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2,425,TA,Y,0,7,2009,Normal,2515,3.5,498
847,20,RL,15523,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,Ex,Y,3,1,TA,5,Typ,1,Fa,Attchd,Unf,1,338,TA,Y,0,8,2009,Normal,1728,2.0,0
848,50,RL,45600,Pave,IR2,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,5,1,TA,10,Typ,1,Gd,Detchd,Unf,2,360,TA,Y,0,9,2008,Normal,3265,3.0,701
849,80,RL,9600,Pave,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,512,TA,Y,0,8,2007,Normal,2383,2.5,213
850,120,RM,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,1,1,Gd,3,Typ,0,,Attchd,Fin,2,420,TA,Y,0,11,2007,Normal,1696,2.0,140
851,120,RL,3196,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,Ex,Y,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,400,TA,Y,0,5,2006,Normal,2729,2.0,163
852,75,RL,7128,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,Gd,Y,4,1,TA,7,Typ,2,Gd,Detchd,Unf,1,240,TA,Y,0,8,2007,Normal,2564,2.0,126
853,80,RL,12095,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,TA,Y,3,1,TA,7,Typ,1,Fa,Attchd,RFn,2,645,TA,Y,0,8,2009,Normal,2572,1.5,180
854,20,RL,17920,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2,454,TA,Y,0,7,2006,Abnorml,3542,2.5,730
855,20,RL,6897,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Detchd,Unf,1,260,TA,Y,0,4,2010,Normal,2080,2.5,104
856,80,RL,10970,Pave,IR1,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,TA,Y,3,1,TA,5,Typ,0,,Detchd,Unf,2,576,Fa,Y,0,10,2008,Normal,1966,2.0,34
857,60,RL,8125,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,343,TA,Y,0,3,2009,Normal,2183,2.5,36
858,20,RL,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,479,TA,Y,0,6,2009,Family,2460,2.0,0
859,60,RL,11029,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,TA,Y,4,1,Gd,9,Typ,1,Gd,Attchd,Unf,2,619,TA,Y,0,8,2006,Normal,3708,3.5,287
860,50,RL,7642,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,216,TA,Y,0,6,2007,Normal,2338,1.5,240
861,190,RL,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,504,TA,Y,0,4,2010,Normal,2078,2.5,0
862,20,RL,9672,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,480,TA,Y,0,5,2010,Normal,2137,2.0,0
863,20,RL,7931,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,1,672,TA,Y,0,7,2009,Normal,2296,2.0,0
864,20,FV,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,Fin,2,529,TA,Y,0,5,2008,Partial,2744,2.0,140
865,20,RL,8750,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Detchd,Unf,2,902,TA,Y,0,8,2009,Normal,2004,2.0,0
866,20,RL,10656,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,870,TA,Y,0,11,2007,Partial,3284,2.0,272
867,20,RL,6970,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,Fa,5,Typ,0,,Attchd,RFn,2,544,TA,Y,0,5,2007,Normal,2160,2.5,168
868,60,RL,14762,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,,Gd,Y,2,1,TA,7,Typ,1,TA,Attchd,Unf,2,672,TA,P,0,5,2006,Normal,2320,2.0,264
869,60,RL,9938,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,574,TA,Y,0,6,2010,Normal,2999,3.5,246
870,20,RL,6600,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,N,2,1,TA,5,Typ,0,,Detchd,Unf,1,308,TA,Y,0,8,2009,Normal,1788,1.0,0
871,60,RL,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,523,TA,Y,0,6,2010,Normal,2486,2.5,77
872,20,RL,8892,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,Gd,Y,3,1,Gd,5,Typ,0,,Attchd,Unf,2,414,TA,Y,0,10,2008,Normal,1015,1.0,346
873,40,RL,12144,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,288,TA,Y,0,9,2009,Normal,2100,1.0,28
874,50,RM,5720,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,5,Typ,0,,Detchd,Unf,1,200,TA,Y,0,8,2009,Abnorml,1807,1.5,26
875,60,FV,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2,550,TA,Y,0,8,2007,Partial,3794,2.5,572
876,20,RL,25286,Pave,Reg,HLS,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,Gd,Y,3,1,TA,5,Typ,0,,Attchd,Unf,2,648,TA,Y,0,1,2007,Normal,2104,2.0,0
877,60,RL,8834,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,738,TA,Y,0,6,2009,Normal,3686,3.5,184
878,85,RL,11782,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,3,1,Gd,6,Min2,0,,Detchd,Unf,2,576,TA,Y,0,6,2010,Normal,2264,2.0,192
879,20,RL,7000,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Attchd,Unf,1,336,TA,Y,0,7,2009,Normal,1728,2.0,0
880,20,RL,7024,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,Gd,Y,2,1,TA,5,Typ,0,,Attchd,Fin,2,450,TA,Y,0,6,2007,Normal,2180,2.5,49
881,50,RL,13758,Pave,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,400,TA,Y,0,4,2007,Normal,2873,2.5,204
882,60,RL,9636,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2,389,TA,Y,0,12,2009,Normal,2401,2.5,382
883,75,RL,6204,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,Unf,TA,N,5,1,TA,10,Typ,0,,Detchd,Unf,1,440,Gd,Y,0,3,2006,Normal,3025,2.0,188
884,20,RL,7150,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Attchd,RFn,1,288,TA,Y,0,7,2009,Normal,1784,1.0,0
885,120,FV,5119,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,506,TA,Y,0,1,2008,Abnorml,3407,3.0,162
886,90,RL,8393,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,4,2,TA,8,Typ,0,,Attchd,Fin,2,588,TA,Y,0,6,2006,Family,3338,2.0,326
887,50,RL,16466,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,8,Typ,0,,Attchd,Unf,1,300,TA,Y,0,4,2008,Normal,2209,1.5,386
888,20,RL,15865,Pave,IR1,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,Ex,Y,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,621,TA,Y,0,10,2007,Normal,4434,3.0,512
889,20,RL,12160,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,505,TA,Y,0,2,2009,Normal,3010,2.0,162
890,50,RL,8064,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,Ex,Y,3,1,TA,6,Typ,1,Po,Detchd,Unf,2,576,TA,Y,0,7,2007,Normal,1596,1.0,0
891,60,RL,11184,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,Gd,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,440,TA,Y,0,7,2009,Normal,2601,2.5,243
892,20,RL,8414,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,RFn,1,264,TA,Y,0,2,2006,Normal,2127,1.5,192
893,20,RL,13284,Pave,Reg,Lvl,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,354,TA,Y,0,6,2008,Normal,2766,2.0,627
894,90,RL,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,,TA,Y,4,2,TA,8,Typ,0,,Attchd,Unf,2,400,TA,Y,0,6,2009,Alloca,1535,2.0,0
895,60,RL,7056,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,483,TA,Y,0,10,2008,Normal,2576,2.5,50
896,30,RM,8765,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Ex,N,2,1,TA,6,Typ,0,,Detchd,Unf,1,327,TA,Y,0,4,2006,Abnorml,1902,1.0,28
897,90,RL,7018,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,,TA,Y,6,2,TA,12,Typ,0,,Detchd,Unf,2,528,TA,Y,0,6,2009,Alloca,2240,2.0,154
898,20,RL,12919,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,2,1,Ex,11,Typ,2,Gd,Attchd,Fin,3,820,TA,Y,0,3,2010,Partial,4694,3.5,67
899,20,RL,6993,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,6,Typ,1,TA,Attchd,Unf,1,288,TA,Y,0,6,2006,Normal,2148,1.0,0
900,20,RL,7340,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,2,1,TA,4,Typ,0,,Detchd,Unf,1,684,TA,Y,0,6,2007,Normal,1716,1.0,0
901,20,RL,8712,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,TA,Y,2,1,TA,5,Typ,0,,Detchd,Unf,1,756,TA,Y,0,5,2009,Normal,2298,2.0,0
902,60,RL,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,393,TA,Y,0,7,2006,Normal,2292,2.5,75
903,20,RL,14859,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,690,TA,Y,0,8,2006,Partial,3340,2.0,204
904,20,RL,6173,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,1,288,TA,Y,0,8,2007,Normal,1778,1.0,0
905,20,RL,9920,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,3,1,TA,6,Typ,0,,Attchd,RFn,1,280,TA,Y,0,2,2010,Normal,2119,2.0,164
906,20,RL,13501,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,865,TA,Y,0,6,2007,Normal,3259,3.0,60
